word,phonemic_transcription,vowel_syllable_count
yake,Y EY K,1
yanes,Y EY N Z,1
yates,Y EY T S,1
yay,Y EY,1
yea,Y EY,1
yeas,Y EY Z,1
yeats,Y EY T S,1
zaid,Z EY D,1
zain,Z EY N,1
zaitz,Z EY T S,1
zane,Z EY N,1
zaske,Z EY S K,1
zayre,Z EY R,1
ze,Z EY,1
zayz,Z EY,1
arcade,AA R K EY D,2
arcades,AA R K EY D Z,2
arcane,AA R K EY N,2
archway,AA R CH W EY,2
arenz,AA R EY N Z,2
arvay,AA R V EY,2
arzate,AA R Z EY T,2
bahrain,B AA R EY N,2
bahrain's,B AA R EY N Z,2
barclay,B AA R K L EY,2
barclay's(1),B AA R K L EY Z,2
barclays(1),B AA R K L EY Z,2
barclays'(1),B AA R K L EY Z,2
carre(1),K AA R EY,2
charlayne,SH AA R L EY N,2
charmain,SH AA R M EY N,2
charmaine,SH AA R M EY N,2
darblay,D AA R B L EY,2
duarte,D W AA R T EY,2
duarte's,D W AA R T EY Z,2
farai(1),F AA R EY,2
farve,F AA R V EY,2
garthwaite,G AA R TH W EY T,2
hardgrave,HH AA R D G R EY V,2
hardway,HH AA R D W EY,2
hargrave,HH AA R G R EY V,2
hargraves,HH AA R G R EY V Z,2
hartgraves,HH AA R T G R EY V Z,2
hartje,HH AA R T JH EY,2
heartache,HH AA R T EY K,2
heartbreak,HH AA R T B R EY K,2
heartbreaks,HH AA R T B R EY K S,2
jouret,ZH W AA R EY,2
jouret's,ZH W AA R EY Z,2
marcade,M AA R K EY D,2
maret,M AA R EY T,2
margrave,M AA R G R EY V,2
marjai,M AA R JH EY,2
marquai,M AA R K W EY,2
marquai(1),M AA R K EY,2
parcplace,P AA R K P L EY S,2
parfait,P AA R F EY,2
parfaits,P AA R F EY Z,2
parkway,P AA R K W EY,2
parlay,P AA R L EY,2
parlayed,P AA R L EY D,2
parlays,P AA R L EY Z,2
parquet,P AA R K EY,2
partain,P AA R T EY N,2
partake,P AA R T EY K,2
parte(1),P AA R T EY,2
sarbane,S AA R B EY N,2
sarbanes,S AA R B EY N Z,2
sartain,S AA R T EY N,2
sartrain,S AA R T R EY N,2
scarface,S K AA R F EY S,2
soiree,S W AA R EY,2
stargate,S T AA R G EY T,2
stargates,S T AA R G EY T S,2
starwave,S T AA R W EY V,2
zarate,Z AA R EY T,2
bastarache,B AA S T AA R EY K,3
labarre,L AA B AA R EY,3
lazare,L AA Z AA R EY,3
la_carre,L AA K AA R EY,3
robare,R OW B AA R EY,3
lavarnway,L AH V AA R N W EY,3
mcgarvey,M AH G AA R V EY,3
ricaurte,R AH K AA R T EY,3
ionarde,IY AH N AA R D EY,4
desjarlais,D EH S ZH AA R L EY,3
ira(1),AY AA R EY,3
iras(1),AY AA R EY Z,3
i_r_a,AY AA R EY,3
incarnate(1),IH N K AA R N EY T,3
reincarnate,R IY IH N K AA R N EY T,4
cesare,CH EY Z AA R EY,3
erase(1),IY R EY S,2
erased(1),IY R EY S T,2
hearsay,HH IY R S EY,2
beaucage,B OW K EY JH,2
beauchaine,B OW SH EY N,2
beauchene,B OW SH EY N,2
beaupre,B OW P R EY,2
beauvais,B OW V EY,2
boatswain,B OW T S W EY N,2
bonebrake,B OW N B R EY K,2
bouquets,B OW K EY Z,2
brocade,B R OW K EY D,2
brocades,B R OW K EY D Z,2
coate,K OW EY T,2
coates,K OW EY T S,2
cobain,K OW B EY N,2
cobain's,K OW B EY N Z,2
cobaine,K OW B EY N,2
cocaine,K OW K EY N,2
coday,K OW D EY,2
costain,K OW S T EY N,2
crochet,K R OW SH EY,2
crocheted,K R OW SH EY D,2
croquet,K R OW K EY,2
domain,D OW M EY N,2
domaine,D OW M EY N,2
domains,D OW M EY N Z,2
donate,D OW N EY T,2
donates,D OW N EY T S,2
folkway,F OW K W EY,2
folkways,F OW K W EY Z,2
goates,G OW EY T S,2
gyosai,G Y OW S EY,2
home-made,HH OW M M EY D,2
homemade,HH OW M M EY D,2
homemade(1),HH OW M EY D,2
homestake,HH OW M S T EY K,2
homestake's,HH OW M S T EY K S,2
homestate,HH OW M S T EY T,2
jose,HH OW Z EY,2
jose's,HH OW Z EY Z,2
kobe,K OW B EY,2
kobe's,K OW B EY Z,2
locate,L OW K EY T,2
located(1),L OW K EY D,2
locates,L OW K EY T S,2
moates,M OW EY T S,2
mobay,M OW B EY,2
monet,M OW N EY,2
monet's,M OW N EY Z,2
mowbray,M OW B R EY,2
nosair,N OW Z EY R,2
nosair(1),N OW S EY R,2
nosair's,N OW Z EY R Z,2
nosair's(1),N OW S EY R Z,2
o'day,OW D EY,2
o'dea,OW D EY,2
o'kane,OW K EY N,2
o'shea,OW SH EY,2
obey,OW B EY,2
obeyed,OW B EY D,2
obeys,OW B EY Z,2
oday,OW D EY,2
ohmae,OW M EY,2
oj,OW JH EY,2
ok,OW K EY,2
okane,OW K EY N,2
okay,OW K EY,2
okayed,OW K EY D,2
okays,OW K EY Z,2
onate,OW N EY T,2
opaque,OW P EY K,2
osage,OW S EY JH,2
oshea,OW SH EY,2
ovate,OW V EY T,2
phonemate,F OW N M EY T,2
pohnpei,P OW N P EY,2
ponce,P OW N S EY,2
postdate,P OW S T D EY T,2
postdates,P OW S T D EY T S,2
postgame,P OW S T G EY M,2
probate,P R OW B EY T,2
procaine,P R OW K EY N,2
proclaim,P R OW K L EY M,2
proclaimed,P R OW K L EY M D,2
proclaims,P R OW K L EY M Z,2
profane,P R OW F EY N,2
propane,P R OW P EY N,2
prorate,P R OW R EY T,2
ptomaine,T OW M EY N,2
ptomaines,T OW M EY N Z,2
roadway,R OW D W EY,2
roadways,R OW D W EY Z,2
rodeway,R OW D W EY,2
rogaine,R OW G EY N,2
roget,R OW ZH EY,2
roget's,R OW ZH EY Z,2
romain,R OW M EY N,2
romaine,R OW M EY N,2
rotate,R OW T EY T,2
rotates,R OW T EY T S,2
rowaine,R OW EY N,2
rowaine's,R OW EY N Z,2
showcase,SH OW K EY S,2
showcased,SH OW K EY S T,2
showplace,SH OW P L EY S,2
snowflake,S N OW F L EY K,2
snowflakes,S N OW F L EY K S,2
sochet,S OW SH EY,2
sofaer,S OW F EY R,2
spokane(1),S P OW K EY N,2
yohe,Y OW HH EY,2
yohei,Y OW HH EY,2
varrone,V AA R OW N EY,3
dichromate,D AY K R OW M EY T,3
dichromate(1),D AY K R OW M EY T,3
ibogaine,AY B OW G EY N,3
microage,M AY K R OW EY JH,3
microwaved,M AY K R OW W EY V D,3
microwaves,M AY K R OW W EY V Z,3
ryohei,R AY OW HH EY,3
envirosafe,IH N V AY R OW S EY F,4
gorospe,G AO R OW S P EY,3
buenos-aires(2),B W EY N OW S EY R,3
cedrone,S EY D R OW N EY,3
pedone,P EY D OW N EY,3
gionet,JH IY OW N EY T,3
pinochet(2),P IY N OW SH EY,3
pinochet's(2),P IY N OW SH EY Z,3
relocate,R IY L OW K EY T,3
videogame,V IH D IY OW G EY M,4
videotape,V IH D IY OW T EY P,4
videotaped,V IH D IY OW T EY P T,4
videotapes,V IH D IY OW T EY P S,4
audiotape,AO D IY OW T EY P,4
audiotapes,AO D IY OW T EY P S,4
ricostruzione,R IY K OW S T R UW Z IY OW N EY,6
construcciones,K AH N S T R UW CH IY OW N EY Z,5
almonte,AA L M OW N T EY,3
daponte,D AA P OW N T EY,3
holloway,HH AA L OW W EY,3
moscowane,M AA S K OW W EY N,3
solloway,S AA L OW W EY,3
soloway,S OW L OW W EY,3
alloway,AE L OW W EY,3
arrogate,AE R OW G EY T,3
calloway,K AE L OW W EY,3
caloway,K AE L OW W EY,3
galloway,G AE L OW W EY,3
galloways,G AE L OW W EY Z,3
garroway,G AE R OW W EY,3
halloway,HH AE L OW W EY,3
laphroaig,L AE F R OW EY G,3
macrophage,M AE K R OW F EY JH,3
mangope,M AE NG G OW P EY,3
san-jose,S AE N HH OW Z EY,3
personae,P ER S OW N EY,3
aerospace,EH R OW S P EY S,3
jerrome,Y EH R OW M EY,3
metrodade,M EH T R OW D EY D,3
verdone,V EH R D OW N EY,3
electrospace,IH L EH K T R OW S P EY S,4
electrospray,IH L EH K T R OW S P R EY,4
autoclave,AO T OW K L EY V,3
delosreyes(1),D EH L OW S R EY Z,3
dislocate,D IH S L OW K EY T,3
disobeyed,D IH S OW B EY D,3
hirose,HH IH R OW S EY,3
innovate(1),IH N OW V EY T,3
innovates(1),IH N OW V EY T S,3
inoue,IH N OW EY,3
windowpane,W IH N D OW P EY N,3
windowpanes,W IH N D OW P EY N Z,3
downgrade,D AW N G R EY D,2
downgrades,D AW N G R EY D Z,2
downplay,D AW N P L EY,2
downplayed,D AW N P L EY D,2
downplays,D AW N P L EY Z,2
downrange,D AW N R EY N JH,2
downstage,D AW N S T EY JH,2
downstate,D AW N S T EY T,2
laurenz,L AW R EY N Z,2
outbreak,AW T B R EY K,2
outbreaks,AW T B R EY K S,2
outdate,AW T D EY T,2
outgain,AW T G EY N,2
outgained,AW T G EY N D,2
outgains,AW T G EY N Z,2
outlay,AW T L EY,2
outlays,AW T L EY Z,2
outpace,AW T P EY S,2
outpaced,AW T P EY S T,2
outrage,AW T R EY JH,2
outraged,AW T R EY JH D,2
outtake,AW T T EY K,2
outtake(1),AW T EY K,2
outtakes,AW T T EY K S,2
outtakes(1),AW T EY K S,2
outweigh,AW T W EY,2
outweighed,AW T W EY D,2
outweighs,AW T W EY Z,2
ploughshare,P L AW SH EY R,2
ploughshares,P L AW SH EY R Z,2
plowshare,P L AW SH EY R,2
plowshares,P L AW SH EY R Z,2
powertrain,P AW R T R EY N,2
southgate,S AW TH G EY T,2
southstate,S AW TH S T EY T,2
southway,S AW TH W EY,2
delahoussaye,D EH L AH HH AW S EY,4
bouygues,B OY ZH EY,2
hoylake,HH OY L EY K,2
voisey(1),V OY S EY,2
bahrain(1),B AY R EY N,2
bahrain's(1),B AY R EY N Z,2
biplane,B AY P L EY N,2
bridesmaid,B R AY D Z M EY D,2
bridesmaid's,B R AY D Z M EY D Z,2
bridesmaids,B R AY D Z M EY D Z,2
bridesmaids',B R AY D Z M EY D Z,2
byway,B AY W EY,2
byways,B AY W EY Z,2
daiei,D AY EY,2
digate,D AY G EY T,2
dilate,D AY L EY T,2
driveway,D R AY V W EY,2
driveways,D R AY V W EY Z,2
eyeshade,AY SH EY D,2
eyestrain,AY S T R EY N,2
filegate,F AY L G EY T,2
five-day,F AY V D EY,2
flyway,F L AY W EY,2
friday(1),F R AY D EY,2
friday's(1),F R AY D EY Z,2
fridays(1),F R AY D EY Z,2
grindlay,G R AY N D L EY,2
grindlays,G R AY N D L EY Z,2
gyrate,JH AY R EY T,2
gyrates,JH AY R EY T S,2
highway,HH AY W EY,2
highway's,HH AY W EY Z,2
highways,HH AY W EY Z,2
hiway,HH AY W EY,2
hydrate,HH AY D R EY T,2
hydrates,HH AY D R EY T S,2
iceskate,AY S S K EY T,2
iceskate(1),AY S K EY T,2
ijames,AY JH EY M Z,2
irate,AY R EY T,2
isay,AY S EY,2
iwate,AY W EY T,2
keisei,K AY S EY,2
kleinpaste,K L AY N P EY S T,2
lightweight,L AY T W EY T,2
lyday,L AY D EY,2
migraine,M AY G R EY N,2
migraines,M AY G R EY N Z,2
migrate,M AY G R EY T,2
migrates,M AY G R EY T S,2
myspace,M AY S P EY S,2
niaid,N AY EY D,2
niday,N AY D EY,2
nightshade,N AY CH EY D,2
nightstage,N AY T S T EY JH,2
nihay,N AY HH EY,2
nitrate,N AY T R EY T,2
nitrates,N AY T R EY T S,2
primate,P R AY M EY T,2
primates,P R AY M EY T S,2
right-brace,R AY T B R EY S,2
sideways,S AY D W EY Z,2
skywave,S K AY W EY V,2
skyway,S K AY W EY,2
steinway,S T AY N W EY,2
steinway's,S T AY N W EY Z,2
sybase,S AY B EY S,2
taipei,T AY P EY,2
taipei's,T AY P EY Z,2
timeframe,T AY M F R EY M,2
tirade,T AY R EY D,2
tirades,T AY R EY D Z,2
tri-state,T R AY S T EY T,2
tristate,T R AY S T EY T,2
typeface,T AY P F EY S,2
vibrate,V AY B R EY T,2
vibrates,V AY B R EY T S,2
viray,V AY R EY,2
cia,S IY AY EY,3
ellijay,IY L AY JH EY,3
pih(1),P IY AY EY CH,3
rehydrate,R IY HH AY D R EY T,3
carbohydrate,K AA R B OW HH AY D R EY T,4
carbohydrates,K AA R B OW HH AY D R EY T S,4
foia(1),EH F OW AY EY,4
streptokinase(1),S T R EH P T OW K AY N EY Z,4
streptokinase,S T R EH P T AH K AY N EY S,4
superhighway,S UW P ER HH AY W EY,4
superhighways,S UW P ER HH AY W EY Z,4
antigay,AE N T AY G EY,3
dehydrate,D IH HH AY D R EY T,3
invirase,IH N V AY R EY Z,3
day-by-day,D EY B AY D EY,3
boardgame,B AO R D G EY M,2
boardgames,B AO R D G EY M Z,2
borges,B AO R G EY S,2
chlorate,K L AO R EY T,2
chlordane,K L AO R D EY N,2
chordates,K AO R D EY T S,2
corday,K AO R D EY,2
cordray,K AO R D R EY,2
corestate,K AO R S T EY T,2
corestates,K AO R S T EY T S,2
courtade,K AO R T EY D,2
courtenay(1),K AO R T N EY,2
d'orsay,D AO R S EY,2
doorway,D AO R W EY,2
doorways,D AO R W EY Z,2
foray,F AO R EY,2
forayed,F AO R EY D,2
forays,F AO R EY Z,2
forebrain,F AO R B R EY N,2
foreplay,F AO R P L EY,2
foretaste,F AO R T EY S T,2
foretaste(1),F AO R T EY S T,2
foretastes,F AO R T EY S T S,2
foretastes(1),F AO R T EY S T S,2
forsake,F AO R S EY K,2
forte,F AO R T EY,2
fortes,F AO R T EY Z,2
gourlay,G AO R L EY,2
horseplay,HH AO R S P L EY,2
jorge,HH AO R HH EY,2
lorei,L AO R EY,2
moray(1),M AO R EY,2
morays(1),M AO R EY Z,2
mores,M AO R EY Z,2
northgate,N AO R TH G EY T,2
northway,N AO R TH W EY,2
norway,N AO R W EY,2
norway's,N AO R W EY Z,2
ordain,AO R D EY N,2
ordained,AO R D EY N D,2
ordway,AO R D W EY,2
ornate,AO R N EY T,2
orsay,AO R S EY,2
porcher(1),P AO R SH EY,2
portray,P AO R T R EY,2
portrayed,P AO R T R EY D,2
portrays,P AO R T R EY Z,2
shortcake,SH AO R T K EY K,2
shortchange,SH AO R T CH EY N JH,2
shortchanged,SH AO R T CH EY N JH D,2
shortwave,SH AO R T W EY V,2
sorbet,S AO R B EY,2
svoray,S V AO R EY,2
swordplay,S AO R D P L EY,2
swordplays,S AO R D P L EY Z,2
toray,T AO R EY,2
torme(1),T AO R M EY,2
torray,T AO R EY,2
warplane,W AO R P L EY N,2
warplanes,W AO R P L EY N Z,2
yorkbased,Y AO R K B EY S T,2
preordain,P R IY AO R D EY N,3
preordained,P R IY AO R D EY N D,3
signore,S IY N Y AO R EY,3
melchiorre,M EH L K IY AO R EY,4
varnadore,V AA R N AA D AO R EY,4
salvadore,S AA L V AA D AO R EY,4
isadore,IH S AA D AO R EY,4
muratore,M UH R AA T AO R EY,4
divorcee(1),D AH V AO R S EY,3
madore,M AH D AO R EY,3
perchlorate,P ER K L AO R EY T,3
d'amore,D AE M AO R EY,3
d'amore's,D AE M AO R EY Z,3
aways,EY W EY Z,2
braithwaite,B R EY TH W EY T,2
breakmate,B R EY K M EY T,2
daybreak,D EY B R EY K,2
freightway,F R EY T W EY,2
freightways,F R EY T W EY Z,2
gainsay,G EY N S EY,2
gameplay,G EY M P L EY,2
gateway,G EY T W EY,2
gateway's,G EY T W EY Z,2
gateways,G EY T W EY Z,2
gradate,G R EY D EY T,2
hatheway,HH EY DH W EY,2
heyday,HH EY D EY,2
jakeway,JH EY K W EY,2
jamesway,JH EY M Z W EY,2
janeway,JH EY N W EY,2
laissez(1),L EY Z EY,2
mainframe,M EY N F R EY M,2
mainframes,M EY N F R EY M Z,2
mainstay,M EY N S T EY,2
mainstays,M EY N S T EY Z,2
maintain,M EY N T EY N,2
maintained,M EY N T EY N D,2
maintains,M EY N T EY N Z,2
mayday,M EY D EY,2
nameplate,N EY M P L EY T,2
nameplates,N EY M P L EY T S,2
namesake,N EY M S EY K,2
namesakes,N EY M S EY K S,2
paceway,P EY S W EY,2
payday,P EY D EY,2
placate,P L EY K EY T,2
placeway,P L EY S W EY,2
playmate,P L EY M EY T,2
playmates,P L EY M EY T S,2
raceway,R EY S W EY,2
safeway,S EY F W EY,2
safeway's,S EY F W EY Z,2
st-james,S EY N T JH EY M Z,2
st_james,S EY N T JH EY M Z,2
taisei,T EY S EY,2
vacate,V EY K EY T,2
baa,B IY EY EY,3
dak(1),D IY EY K EY,3
ekk,IY K EY K EY,3
silvestre,S IY L V EY S T R EY,3
boheme,B OW HH EY M EY,3
noaa(1),EH N OW EY EY,4
hiaa,EY CH AY EY EY,4
newgateway,N UW G EY T W EY,3
aka(1),EY K EY EY,3
kkk,K EY K EY K EY,3
qureshey,K UH R EY SH EY,3
bookcase,B UH K K EY S,2
bushway,B UH SH W EY,2
courchaine,K UH R SH EY N,2
duray,D UH R EY,2
footrace,F UH T R EY S,2
goodgame,G UH D G EY M,2
gourmet,G UH R M EY,2
gourmets,G UH R M EY Z,2
hooray,HH UH R EY,2
puree,P Y UH R EY,2
majure,M AA Y UH R EY,3
bendure,B EY N D UH R EY,3
b-j,B IY JH EY,2
b-j's,B IY JH EY Z,2
ba,B IY EY,2
became(1),B IY K EY M,2
beefsteak,B IY F S T EY K,2
betake,B IY T EY K,2
breezeway,B R IY Z W EY,2
briefcase,B R IY F K EY S,2
ca(1),S IY EY,2
cheapskate,CH IY P S K EY T,2
cheesecake,CH IY Z K EY K,2
cliche,K L IY SH EY,2
cliched,K L IY SH EY D,2
cliches,K L IY SH EY Z,2
create,K R IY EY T,2
creates,K R IY EY T S,2
cremate,K R IY M EY T,2
da(1),D IY EY,2
da's,D IY EY Z,2
dbase,D IY B EY S,2
deprave,D IY P R EY V,2
depraved,D IY P R EY V D,2
dewayne(1),D IY W EY N,2
dk,D IY K EY,2
ebay,IY B EY,2
ebay's,IY B EY Z,2
ek(1),IY K EY,2
elaine(2),IY L EY N,2
elaine's(1),IY L EY N Z,2
evade(1),IY V EY D,2
evades(1),IY V EY D Z,2
freeway,F R IY W EY,2
freeways,F R IY W EY Z,2
ga(1),JH IY EY,2
greenway,G R IY N W EY,2
gway(1),JH IY W EY,2
iain,IY EY N,2
jyishane,JH IY SH EY N,2
keepsake,K IY P S EY K,2
keepsakes,K IY P S EY K S,2
keizai,K IY Z EY,2
leaseway,L IY S W EY,2
leaseway's,L IY S W EY Z,2
leday,L IY D EY,2
leeway,L IY W EY,2
nihay(1),N IY HH EY,2
nikkei(1),N IY K EY,2
nikkei's,N IY K EY Z,2
ph,P IY EY CH,2
pj's,P IY JH EY Z,2
predate,P R IY D EY T,2
predate(1),P R IY D EY T,2
predates,P R IY D EY T S,2
prelate(1),P R IY L EY T,2
prepaid,P R IY P EY D,2
prepay,P R IY P EY,2
preway,P R IY W EY,2
queensway,K W IY N Z W EY,2
rebate,R IY B EY T,2
rebates,R IY B EY T S,2
reclaim,R IY K L EY M,2
reclaimed,R IY K L EY M D,2
reflate,R IY F L EY T,2
regained,R IY G EY N D,2
regains,R IY G EY N Z,2
relate(1),R IY L EY T,2
relates(1),R IY L EY T S,2
relay,R IY L EY,2
relayed,R IY L EY D,2
relays,R IY L EY Z,2
remade,R IY M EY D,2
remain(1),R IY M EY N,2
remained(1),R IY M EY N D,2
remains(1),R IY M EY N Z,2
remake,R IY M EY K,2
remakes,R IY M EY K S,2
rename,R IY N EY M,2
renamed,R IY N EY M D,2
repaid,R IY P EY D,2
repaint,R IY P EY N T,2
repay,R IY P EY,2
repays,R IY P EY Z,2
rephrase,R IY F R EY Z,2
replace,R IY P L EY S,2
replaced,R IY P L EY S T,2
replay,R IY P L EY,2
replayed,R IY P L EY D,2
replays,R IY P L EY Z,2
reshape,R IY SH EY P,2
reshaped,R IY SH EY P T,2
restage,R IY S T EY JH,2
restaged,R IY S T EY JH D,2
restate,R IY S T EY T,2
restates,R IY S T EY T S,2
restrain,R IY S T R EY N,2
restrained,R IY S T R EY N D,2
restrains,R IY S T R EY N Z,2
restraint(1),R IY S T R EY N T,2
restraints(1),R IY S T R EY N T S,2
retain(1),R IY T EY N,2
retained(1),R IY T EY N D,2
retains(1),R IY T EY N Z,2
retake,R IY T EY K,2
retake(1),R IY T EY K,2
retrace,R IY T R EY S,2
retraced,R IY T R EY S T,2
retrain,R IY T R EY N,2
retrained,R IY T R EY N D,2
screenplay,S K R IY N P L EY,2
screenplays,S K R IY N P L EY Z,2
seagate,S IY G EY T,2
seagate's,S IY G EY T S,2
seagrave,S IY G R EY V,2
seagraves,S IY G R EY V Z,2
seatrain,S IY T R EY N,2
seaway,S IY W EY,2
speedskate,S P IY D S K EY T,2
speedway,S P IY D W EY,2
steelcase,S T IY L K EY S,2
sweepstake,S W IY P S T EY K,2
sweepstakes,S W IY P S T EY K S,2
teammate,T IY M EY T,2
teammates,T IY M M EY T S,2
teate,T IY EY T,2
teenage,T IY N EY JH,2
teenaged,T IY N EY JH D,2
th,T IY EY CH,2
three-way,TH R IY W EY,2
v.a.,V IY EY,2
weekday,W IY K D EY,2
weekdays,W IY K D EY Z,2
wheelbase,W IY L B EY S,2
wheelbase(1),HH W IY L B EY S,2
yeates,Y IY EY T S,2
ziwei,Z IY W EY,2
poirier,P W AA R IY EY,3
procreate,P R OW K R IY EY T,3
procreates,P R OW K R IY EY T S,3
protease,P R OW T IY EY Z,3
liotier,L IY OW T IY EY,4
appropriate(1),AH P R OW P R IY EY T,4
appropriates,AH P R OW P R IY EY T S,4
associate(1),AH S OW S IY EY T,4
associate(3),AH S OW SH IY EY T,4
associates(1),AH S OW S IY EY T S,4
associates(3),AH S OW SH IY EY T S,4
negotiate,N AH G OW SH IY EY T,4
disassociate,D IH S AH S OW SH IY EY T,5
disassociate(1),D IH S AH S OW S IY EY T,5
misappropriate,M IH S AH P R OW P R IY EY T,5
misappropriates,M IH S AH P R OW P R IY EY T S,5
expropriate,EH K S P R OW P R IY EY T,4
dissociate,D IH S OW S IY EY T,4
negotiate(1),N IH G OW SH IY EY T,4
negotiates,N IH G OW SH IY EY T S,4
renegotiate,R IY N IH G OW SH IY EY T,5
poirrier,P OY R IY EY,3
ita(1),AY T IY EY,3
ordiway,AO R D IY W EY,3
excoriate,EH K S K AO R IY EY T,4
aba,EY B IY EY,3
asiain,EY Z IY EY N,3
glaciate,G L EY SH IY EY T,3
glaciate(1),G L EY S IY EY T,3
hgh,EY CH JH IY EY CH,3
radiate,R EY D IY EY T,3
radiates,R EY D IY EY T S,3
tapeie,T EY P IY EY,3
tapeie's,T EY P IY EY Z,3
repatriate,R IY P EY T R IY EY T,4
expatriate,EH K S P EY T R IY EY T,4
expatriates,EH K S P EY T R IY EY T S,4
emaciate,IH M EY SH IY EY T,4
emaciates,IH M EY SH IY EY T S,4
ingratiate,IH NG G R EY SH IY EY T,4
irradiate,IH R EY D IY EY T,4
fourier,F UH R IY EY,3
infuriate,IH N F Y UH R IY EY T,4
infuriates,IH N F Y UH R IY EY T S,4
bta,B IY T IY EY,3
cea,S IY IY EY,3
deviate,D IY V IY EY T,3
deviates,D IY V IY EY T S,3
eliades,IY L IY EY D Z,3
fediay,F IY D IY EY,3
mediate,M IY D IY EY T,3
recreate(1),R IY K R IY EY T,3
recreates(1),R IY K R IY EY T S,3
ceta(1),S IY IY T IY EY,4
remediate(1),R IY M IY D IY EY T,4
zepa(2),Z IY IY P IY EY,4
abbreviate,AH B R IY V IY EY T,4
abbreviates,AH B R IY V IY EY T S,4
alleviate,AH L IY V IY EY T,4
alleviates,AH L IY V IY EY T S,4
appreciate,AH P R IY SH IY EY T,4
appreciates,AH P R IY SH IY EY T S,4
intermediates(1),IH N T ER M IY D IY EY T S,5
intermediates(3),IH N ER M IY D IY EY T S,5
depreciate,D IH P R IY SH IY EY T,4
depreciates,D IH P R IY SH IY EY T S,4
golliday,G AA L IY D EY,3
obviate,AA B V IY EY T,3
obviates,AA B V IY EY T S,3
polyphase,P AA L IY F EY Z,3
solliday,S AA L IY D EY,3
foliate,F OW L IY EY T,3
soliday,S OW L IY D EY,3
exfoliate,EH K S F OW L IY EY T,4
davide,D AH V IY D EY,3
marife,M AH R IY F EY,3
multimate,M AH L T IY M EY T,3
multistate,M AH L T IY S T EY T,3
unrestrained,AH N R IY S T R EY N D,3
enunciate(1),IY N AH N S IY EY T,4
iodice(1),AY AH D IY S EY,4
enunciate,IH N AH N S IY EY T,4
minamide,M IH N AH M IY D EY,4
renunciate,R IH N AH N S IY EY T,4
alleyway,AE L IY W EY,3
alleyways,AE L IY W EY Z,3
antigay(1),AE N T IY G EY,3
cassiday,K AE S IY D EY,3
taxiway,T AE K S IY W EY,3
retaliate(1),R IY T AE L IY EY T,4
substantiate,S AH B S T AE N CH IY EY T,4
substantiate(1),S AH B S T AE N SH IY EY T,4
substantiates,S AH B S T AE N CH IY EY T S,4
substantiates(1),S AH B S T AE N SH IY EY T S,4
insubstantiate,IH N S AH B S T AE N CH IY EY T,5
insubstantiate(1),IH N S AH B S T AE N SH IY EY T,5
l'espalier,L EH S P AE L IY EY,4
instantiate,IH N S T AE N SH IY EY T,4
instantiates,IH N S T AE N SH IY EY T S,4
retaliate,R IH T AE L IY EY T,4
herniate,HH ER N IY EY T,3
herniates,HH ER N IY EY T S,3
permeate,P ER M IY EY T,3
permeates,P ER M IY EY T S,3
anyplace,EH N IY P L EY S,3
anyway,EH N IY W EY,3
anyways,EH N IY W EY Z,3
enrile(1),EH N R IY L EY,3
enrique,EH N R IY K EY,3
entryway,EH N T R IY W EY,3
everyday,EH V R IY D EY,3
everyplace,EH V R IY P L EY S,3
expiate,EH K S P IY EY T,3
heavyweight,HH EH V IY W EY T,3
heavyweights,HH EH V IY W EY T S,3
mba,EH M B IY EY,3
messiaen,M EH S IY EY N,3
messiaen's,M EH S IY EY N Z,3
mph,EH M P IY EY CH,3
nba,EH N B IY EY,3
perrier(1),P EH R IY EY,3
recreate,R EH K R IY EY T,3
recreates,R EH K R IY EY T S,3
sta(1),EH S T IY EY,3
gmbh(1),JH IY EH M B IY EY CH,4
differentiate,D IH F ER EH N SH IY EY T,5
differentiate(1),D IH F ER EH N CH IY EY T,5
differentiates,D IH F ER EH N SH IY EY T S,5
differentiates(1),D IH F ER EH N CH IY EY T S,5
inebriate,IH N EH B R IY EY T,4
inebriates,IH N EH B R IY EY T S,4
asea(1),EY EH S IY EY,4
dossier(1),D AO S IY EY,3
dossiers(1),D AO S IY EY Z,3
nauseate,N AO Z IY EY T,3
bellyache,B EH L IY EY K,3
cityplace,S IH T IY P L EY S,3
finkielstain(1),F IH NG K IY L S T EY N,3
misbehave(1),M IH S B IY HH EY V,3
misbehaved(1),M IH S B IY HH EY V D,3
misbehaves(1),M IH S B IY HH EY V Z,3
philippe,F IH L IY P EY,3
olivier,OW L IH V IY EY,4
affiliate,AH F IH L IY EY T,4
affiliate's,AH F IH L IY EY T S,4
affiliates(1),AH F IH L IY EY T S,4
officiate,AH F IH SH IY EY T,4
officiates,AH F IH SH IY EY T S,4
unaffiliate,AH N AH F IH L IY EY T,5
asphyxiate,AE S F IH K S IY EY T,4
asphyxiates,AE S F IH K S IY EY T S,4
delineate,D IH L IH N IY EY T,4
delineates,D IH L IH N IY EY T S,4
difelice(2),D IH F IH L IY CH EY,4
initiate,IH N IH SH IY EY T,4
humiliate,HH Y UW M IH L IY EY T,4
humiliates,HH Y UW M IH L IY EY T S,4
bouvier,B UW V IY EY,3
touvier,T UW V IY EY,3
touvier's,T UW V IY EY Z,3
uva(1),Y UW V IY EY,3
buga(1),B IY Y UW JH IY EY,4
repudiate,R IY P Y UW D IY EY T,4
repudiates,R IY P Y UW D IY EY T S,4
