,phonemic_transcription
18209,W EY D Z
18210,W EY D Z
18211,W EY JH
18212,W EY JH D
18213,W EY D
18214,W EY D
18215,W EY F
18216,W EY N
18217,W EY Z
18218,W EY S T
18219,W EY S T S
18220,W EY T
18221,W EY T
18222,W EY T S
18223,W EY T S
18224,W EY T S
18225,W EY T
18226,W EY V
18227,W EY V D
18228,W EY V Z
18229,W EY K
18230,W EY K S
18231,W EY N
18232,W EY N D
18233,W EY N Z
18234,W EY S T
18235,W EY S T S
18236,W EY S T S
18237,W EY V
18238,W EY V D
18239,W EY V Z
18240,W EY
18241,W EY Z
18242,W EY
18243,W EY N
18244,W EY N Z
18245,W EY Z
18246,W EY T
18247,W EY
18248,W EY
18249,W EY D
18250,W EY Z
18251,W EY T
18252,W EY T S
18253,W EY
18254,W EY T
18255,W EY
18256,HH W EY
18257,R EY JH
18258,R EY
18259,W EY
18260,Y EY K
18261,Y EY N Z
18262,Y EY T S
18263,Y EY
18264,Y EY
18265,Y EY Z
18266,Y EY T S
18267,Z EY D
18268,Z EY N
18269,Z EY T S
18270,Z EY N
18271,Z EY S K
18272,Z EY R
18273,Z EY
18274,Z EY
18275,AA R K EY D
18276,AA R K EY D Z
18277,AA R K EY N
18278,AA R CH W EY
18279,AA R EY N Z
18280,AA R V EY
18281,AA R Z EY T
18282,B AA R EY N
18283,B AA R EY N Z
18284,B AA R K L EY
18285,B AA R K L EY Z
18286,B AA R K L EY Z
18287,B AA R K L EY Z
18288,K AA R EY
18289,SH AA R L EY N
18290,SH AA R M EY N
18291,SH AA R M EY N
18292,D AA R B L EY
18293,D W AA R T EY
18294,D W AA R T EY Z
18295,F AA R EY
18296,F AA R V EY
18297,G AA R TH W EY T
18298,HH AA R D G R EY V
18299,HH AA R D W EY
18300,HH AA R G R EY V
18301,HH AA R G R EY V Z
18302,HH AA R T G R EY V Z
18303,HH AA R T JH EY
18304,HH AA R T EY K
18305,HH AA R T B R EY K
18306,HH AA R T B R EY K S
18307,ZH W AA R EY
18308,ZH W AA R EY Z
18309,M AA R K EY D
18310,M AA R EY T
18311,M AA R G R EY V
18312,M AA R JH EY
18313,M AA R K W EY
18314,M AA R K EY
18315,P AA R K P L EY S
18316,P AA R F EY
18317,P AA R F EY Z
18318,P AA R K W EY
18319,P AA R L EY
18320,P AA R L EY D
18321,P AA R L EY Z
18322,P AA R K EY
18323,P AA R T EY N
18324,P AA R T EY K
18325,P AA R T EY
18326,S AA R B EY N
18327,S AA R B EY N Z
18328,S AA R T EY N
18329,S AA R T R EY N
18330,S K AA R F EY S
18331,S W AA R EY
18332,S T AA R G EY T
18333,S T AA R G EY T S
18334,S T AA R W EY V
18335,Z AA R EY T
18336,B AA S T AA R EY K
18337,L AA B AA R EY
18338,L AA Z AA R EY
18339,L AA K AA R EY
18340,R OW B AA R EY
18341,L AH V AA R N W EY
18342,M AH G AA R V EY
18343,R AH K AA R T EY
18344,IY AH N AA R D EY
18345,D EH S ZH AA R L EY
18346,AY AA R EY
18347,AY AA R EY Z
18348,AY AA R EY
18349,IH N K AA R N EY T
18350,R IY IH N K AA R N EY T
18351,CH EY Z AA R EY
18352,IY R EY S
18353,IY R EY S T
18354,HH IY R S EY
18355,B OW K EY JH
18356,B OW SH EY N
18357,B OW SH EY N
18358,B OW P R EY
18359,B OW V EY
18360,B OW T S W EY N
18361,B OW N B R EY K
18362,B OW K EY Z
18363,B R OW K EY D
18364,B R OW K EY D Z
18365,K OW EY T
18366,K OW EY T S
18367,K OW B EY N
18368,K OW B EY N Z
18369,K OW B EY N
18370,K OW K EY N
18371,K OW D EY
18372,K OW S T EY N
18373,K R OW SH EY
18374,K R OW SH EY D
18375,K R OW K EY
18376,D OW M EY N
18377,D OW M EY N
18378,D OW M EY N Z
18379,D OW N EY T
18380,D OW N EY T S
18381,F OW K W EY
18382,F OW K W EY Z
18383,G OW EY T S
18384,G Y OW S EY
18385,HH OW M M EY D
18386,HH OW M M EY D
18387,HH OW M EY D
18388,HH OW M S T EY K
18389,HH OW M S T EY K S
18390,HH OW M S T EY T
18391,HH OW Z EY
18392,HH OW Z EY Z
18393,K OW B EY
18394,K OW B EY Z
18395,L OW K EY T
18396,L OW K EY D
18397,L OW K EY T S
18398,M OW EY T S
18399,M OW B EY
18400,M OW N EY
18401,M OW N EY Z
18402,M OW B R EY
18403,N OW Z EY R
18404,N OW S EY R
18405,N OW Z EY R Z
18406,N OW S EY R Z
18407,OW D EY
18408,OW D EY
18409,OW K EY N
18410,OW SH EY
18411,OW B EY
18412,OW B EY D
18413,OW B EY Z
18414,OW D EY
18415,OW M EY
18416,OW JH EY
18417,OW K EY
18418,OW K EY N
18419,OW K EY
18420,OW K EY D
18421,OW K EY Z
18422,OW N EY T
18423,OW P EY K
18424,OW S EY JH
18425,OW SH EY
18426,OW V EY T
18427,F OW N M EY T
18428,P OW N P EY
18429,P OW N S EY
18430,P OW S T D EY T
18431,P OW S T D EY T S
18432,P OW S T G EY M
18433,P R OW B EY T
18434,P R OW K EY N
18435,P R OW K L EY M
18436,P R OW K L EY M D
18437,P R OW K L EY M Z
18438,P R OW F EY N
18439,P R OW P EY N
18440,P R OW R EY T
18441,T OW M EY N
18442,T OW M EY N Z
18443,R OW D W EY
18444,R OW D W EY Z
18445,R OW D W EY
18446,R OW G EY N
18447,R OW ZH EY
18448,R OW ZH EY Z
18449,R OW M EY N
18450,R OW M EY N
18451,R OW T EY T
18452,R OW T EY T S
18453,R OW EY N
18454,R OW EY N Z
18455,SH OW K EY S
18456,SH OW K EY S T
18457,SH OW P L EY S
18458,S N OW F L EY K
18459,S N OW F L EY K S
18460,S OW SH EY
18461,S OW F EY R
18462,S P OW K EY N
18463,Y OW HH EY
18464,Y OW HH EY
18465,V AA R OW N EY
18466,D AY K R OW M EY T
18467,D AY K R OW M EY T
18468,AY B OW G EY N
18469,M AY K R OW EY JH
18470,M AY K R OW W EY V D
18471,M AY K R OW W EY V Z
18472,R AY OW HH EY
18473,IH N V AY R OW S EY F
18474,G AO R OW S P EY
18475,B W EY N OW S EY R
18476,S EY D R OW N EY
18477,P EY D OW N EY
18478,JH IY OW N EY T
18479,P IY N OW SH EY
18480,P IY N OW SH EY Z
18481,R IY L OW K EY T
18482,V IH D IY OW G EY M
18483,V IH D IY OW T EY P
18484,V IH D IY OW T EY P T
18485,V IH D IY OW T EY P S
18486,AO D IY OW T EY P
18487,AO D IY OW T EY P S
18488,R IY K OW S T R UW Z IY OW N EY
18489,K AH N S T R UW CH IY OW N EY Z
18490,AA L M OW N T EY
18491,D AA P OW N T EY
18492,HH AA L OW W EY
18493,M AA S K OW W EY N
18494,S AA L OW W EY
18495,S OW L OW W EY
18496,AE L OW W EY
18497,AE R OW G EY T
18498,K AE L OW W EY
18499,K AE L OW W EY
18500,G AE L OW W EY
18501,G AE L OW W EY Z
18502,G AE R OW W EY
18503,HH AE L OW W EY
18504,L AE F R OW EY G
18505,M AE K R OW F EY JH
18506,M AE NG G OW P EY
18507,S AE N HH OW Z EY
18508,P ER S OW N EY
18509,EH R OW S P EY S
18510,Y EH R OW M EY
18511,M EH T R OW D EY D
18512,V EH R D OW N EY
18513,IH L EH K T R OW S P EY S
18514,IH L EH K T R OW S P R EY
18515,AO T OW K L EY V
18516,D EH L OW S R EY Z
18517,D IH S L OW K EY T
18518,D IH S OW B EY D
18519,HH IH R OW S EY
18520,IH N OW V EY T
18521,IH N OW V EY T S
18522,IH N OW EY
18523,W IH N D OW P EY N
18524,W IH N D OW P EY N Z
18525,D AW N G R EY D
18526,D AW N G R EY D Z
18527,D AW N P L EY
18528,D AW N P L EY D
18529,D AW N P L EY Z
18530,D AW N R EY N JH
18531,D AW N S T EY JH
18532,D AW N S T EY T
18533,L AW R EY N Z
18534,AW T B R EY K
18535,AW T B R EY K S
18536,AW T D EY T
18537,AW T G EY N
18538,AW T G EY N D
18539,AW T G EY N Z
18540,AW T L EY
18541,AW T L EY Z
18542,AW T P EY S
18543,AW T P EY S T
18544,AW T R EY JH
18545,AW T R EY JH D
18546,AW T T EY K
18547,AW T EY K
18548,AW T T EY K S
18549,AW T EY K S
18550,AW T W EY
18551,AW T W EY D
18552,AW T W EY Z
18553,P L AW SH EY R
18554,P L AW SH EY R Z
18555,P L AW SH EY R
18556,P L AW SH EY R Z
18557,P AW R T R EY N
18558,S AW TH G EY T
18559,S AW TH S T EY T
18560,S AW TH W EY
18561,D EH L AH HH AW S EY
18562,B OY ZH EY
18563,HH OY L EY K
18564,V OY S EY
18565,B AY R EY N
18566,B AY R EY N Z
18567,B AY P L EY N
18568,B R AY D Z M EY D
18569,B R AY D Z M EY D Z
18570,B R AY D Z M EY D Z
18571,B R AY D Z M EY D Z
18572,B AY W EY
18573,B AY W EY Z
18574,D AY EY
18575,D AY G EY T
18576,D AY L EY T
18577,D R AY V W EY
18578,D R AY V W EY Z
18579,AY SH EY D
18580,AY S T R EY N
18581,F AY L G EY T
18582,F AY V D EY
18583,F L AY W EY
18584,F R AY D EY
18585,F R AY D EY Z
18586,F R AY D EY Z
18587,G R AY N D L EY
18588,G R AY N D L EY Z
18589,JH AY R EY T
18590,JH AY R EY T S
18591,HH AY W EY
18592,HH AY W EY Z
18593,HH AY W EY Z
18594,HH AY W EY
18595,HH AY D R EY T
18596,HH AY D R EY T S
18597,AY S S K EY T
18598,AY S K EY T
18599,AY JH EY M Z
18600,AY R EY T
18601,AY S EY
18602,AY W EY T
18603,K AY S EY
18604,K L AY N P EY S T
18605,L AY T W EY T
18606,L AY D EY
18607,M AY G R EY N
18608,M AY G R EY N Z
18609,M AY G R EY T
18610,M AY G R EY T S
18611,M AY S P EY S
18612,N AY EY D
18613,N AY D EY
18614,N AY CH EY D
18615,N AY T S T EY JH
18616,N AY HH EY
18617,N AY T R EY T
18618,N AY T R EY T S
18619,P R AY M EY T
18620,P R AY M EY T S
18621,R AY T B R EY S
18622,S AY D W EY Z
18623,S K AY W EY V
18624,S K AY W EY
18625,S T AY N W EY
18626,S T AY N W EY Z
18627,S AY B EY S
18628,T AY P EY
18629,T AY P EY Z
18630,T AY M F R EY M
18631,T AY R EY D
18632,T AY R EY D Z
18633,T R AY S T EY T
18634,T R AY S T EY T
18635,T AY P F EY S
18636,V AY B R EY T
18637,V AY B R EY T S
18638,V AY R EY
18639,S IY AY EY
18640,IY L AY JH EY
18641,P IY AY EY CH
18642,R IY HH AY D R EY T
18643,K AA R B OW HH AY D R EY T
18644,K AA R B OW HH AY D R EY T S
18645,EH F OW AY EY
18646,S T R EH P T OW K AY N EY Z
18647,S T R EH P T AH K AY N EY S
18648,S UW P ER HH AY W EY
18649,S UW P ER HH AY W EY Z
18650,AE N T AY G EY
18651,D IH HH AY D R EY T
18652,IH N V AY R EY Z
18653,D EY B AY D EY
18654,B AO R D G EY M
18655,B AO R D G EY M Z
18656,B AO R G EY S
18657,K L AO R EY T
18658,K L AO R D EY N
18659,K AO R D EY T S
18660,K AO R D EY
18661,K AO R D R EY
18662,K AO R S T EY T
18663,K AO R S T EY T S
18664,K AO R T EY D
18665,K AO R T N EY
18666,D AO R S EY
18667,D AO R W EY
18668,D AO R W EY Z
18669,F AO R EY
18670,F AO R EY D
18671,F AO R EY Z
18672,F AO R B R EY N
18673,F AO R P L EY
18674,F AO R T EY S T
18675,F AO R T EY S T
18676,F AO R T EY S T S
18677,F AO R T EY S T S
18678,F AO R S EY K
18679,F AO R T EY
18680,F AO R T EY Z
18681,G AO R L EY
18682,HH AO R S P L EY
18683,HH AO R HH EY
18684,L AO R EY
18685,M AO R EY
18686,M AO R EY Z
18687,M AO R EY Z
18688,N AO R TH G EY T
18689,N AO R TH W EY
18690,N AO R W EY
18691,N AO R W EY Z
18692,AO R D EY N
18693,AO R D EY N D
18694,AO R D W EY
18695,AO R N EY T
18696,AO R S EY
18697,P AO R SH EY
18698,P AO R T R EY
18699,P AO R T R EY D
18700,P AO R T R EY Z
18701,SH AO R T K EY K
18702,SH AO R T CH EY N JH
18703,SH AO R T CH EY N JH D
18704,SH AO R T W EY V
18705,S AO R B EY
18706,S V AO R EY
18707,S AO R D P L EY
18708,S AO R D P L EY Z
18709,T AO R EY
18710,T AO R M EY
18711,T AO R EY
18712,W AO R P L EY N
18713,W AO R P L EY N Z
18714,Y AO R K B EY S T
18715,P R IY AO R D EY N
18716,P R IY AO R D EY N D
18717,S IY N Y AO R EY
18718,M EH L K IY AO R EY
18719,V AA R N AA D AO R EY
18720,S AA L V AA D AO R EY
18721,IH S AA D AO R EY
18722,M UH R AA T AO R EY
18723,D AH V AO R S EY
18724,M AH D AO R EY
18725,P ER K L AO R EY T
18726,D AE M AO R EY
18727,D AE M AO R EY Z
18728,EY W EY Z
18729,B R EY TH W EY T
18730,B R EY K M EY T
18731,D EY B R EY K
18732,F R EY T W EY
18733,F R EY T W EY Z
18734,G EY N S EY
18735,G EY M P L EY
18736,G EY T W EY
18737,G EY T W EY Z
18738,G EY T W EY Z
18739,G R EY D EY T
18740,HH EY DH W EY
18741,HH EY D EY
18742,JH EY K W EY
18743,JH EY M Z W EY
18744,JH EY N W EY
18745,L EY Z EY
18746,M EY N F R EY M
18747,M EY N F R EY M Z
18748,M EY N S T EY
18749,M EY N S T EY Z
18750,M EY N T EY N
18751,M EY N T EY N D
18752,M EY N T EY N Z
18753,M EY D EY
18754,N EY M P L EY T
18755,N EY M P L EY T S
18756,N EY M S EY K
18757,N EY M S EY K S
18758,P EY S W EY
18759,P EY D EY
18760,P L EY K EY T
18761,P L EY S W EY
18762,P L EY M EY T
18763,P L EY M EY T S
18764,R EY S W EY
18765,S EY F W EY
18766,S EY F W EY Z
18767,S EY N T JH EY M Z
18768,S EY N T JH EY M Z
18769,T EY S EY
18770,V EY K EY T
18771,B IY EY EY
18772,D IY EY K EY
18773,IY K EY K EY
18774,S IY L V EY S T R EY
18775,B OW HH EY M EY
18776,EH N OW EY EY
18777,EY CH AY EY EY
18778,N UW G EY T W EY
18779,EY K EY EY
18780,K EY K EY K EY
18781,K UH R EY SH EY
18782,B UH K K EY S
18783,B UH SH W EY
18784,K UH R SH EY N
18785,D UH R EY
18786,F UH T R EY S
18787,G UH D G EY M
18788,G UH R M EY
18789,G UH R M EY Z
18790,HH UH R EY
18791,P Y UH R EY
18792,M AA Y UH R EY
18793,B EY N D UH R EY
18794,B IY JH EY
18795,B IY JH EY Z
18796,B IY EY
18797,B IY K EY M
18798,B IY F S T EY K
18799,B IY T EY K
18800,B R IY Z W EY
18801,B R IY F K EY S
18802,S IY EY
18803,CH IY P S K EY T
18804,CH IY Z K EY K
18805,K L IY SH EY
18806,K L IY SH EY D
18807,K L IY SH EY Z
18808,K R IY EY T
18809,K R IY EY T S
18810,K R IY M EY T
18811,D IY EY
18812,D IY EY Z
18813,D IY B EY S
18814,D IY P R EY V
18815,D IY P R EY V D
18816,D IY W EY N
18817,D IY K EY
18818,IY B EY
18819,IY B EY Z
18820,IY K EY
18821,IY L EY N
18822,IY L EY N Z
18823,IY V EY D
18824,IY V EY D Z
18825,F R IY W EY
18826,F R IY W EY Z
18827,JH IY EY
18828,G R IY N W EY
18829,JH IY W EY
18830,IY EY N
18831,JH IY SH EY N
18832,K IY P S EY K
18833,K IY P S EY K S
18834,K IY Z EY
18835,L IY S W EY
18836,L IY S W EY Z
18837,L IY D EY
18838,L IY W EY
18839,N IY HH EY
18840,N IY K EY
18841,N IY K EY Z
18842,P IY EY CH
18843,P IY JH EY Z
18844,P R IY D EY T
18845,P R IY D EY T
18846,P R IY D EY T S
18847,P R IY L EY T
18848,P R IY P EY D
18849,P R IY P EY
18850,P R IY W EY
18851,K W IY N Z W EY
18852,R IY B EY T
18853,R IY B EY T S
18854,R IY K L EY M
18855,R IY K L EY M D
18856,R IY F L EY T
18857,R IY G EY N D
18858,R IY G EY N Z
18859,R IY L EY T
18860,R IY L EY T S
18861,R IY L EY
18862,R IY L EY D
18863,R IY L EY Z
18864,R IY M EY D
18865,R IY M EY N
18866,R IY M EY N D
18867,R IY M EY N Z
18868,R IY M EY K
18869,R IY M EY K S
18870,R IY N EY M
18871,R IY N EY M D
18872,R IY P EY D
18873,R IY P EY N T
18874,R IY P EY
18875,R IY P EY Z
18876,R IY F R EY Z
18877,R IY P L EY S
18878,R IY P L EY S T
18879,R IY P L EY
18880,R IY P L EY D
18881,R IY P L EY Z
18882,R IY SH EY P
18883,R IY SH EY P T
18884,R IY S T EY JH
18885,R IY S T EY JH D
18886,R IY S T EY T
18887,R IY S T EY T S
18888,R IY S T R EY N
18889,R IY S T R EY N D
18890,R IY S T R EY N Z
18891,R IY S T R EY N T
18892,R IY S T R EY N T S
18893,R IY T EY N
18894,R IY T EY N D
18895,R IY T EY N Z
18896,R IY T EY K
18897,R IY T EY K
18898,R IY T R EY S
18899,R IY T R EY S T
18900,R IY T R EY N
18901,R IY T R EY N D
18902,S K R IY N P L EY
18903,S K R IY N P L EY Z
18904,S IY G EY T
18905,S IY G EY T S
18906,S IY G R EY V
18907,S IY G R EY V Z
18908,S IY T R EY N
18909,S IY W EY
18910,S P IY D S K EY T
18911,S P IY D W EY
18912,S T IY L K EY S
18913,S W IY P S T EY K
18914,S W IY P S T EY K S
18915,T IY M EY T
18916,T IY M M EY T S
18917,T IY EY T
18918,T IY N EY JH
18919,T IY N EY JH D
18920,T IY EY CH
18921,TH R IY W EY
18922,V IY EY
18923,W IY K D EY
18924,W IY K D EY Z
18925,W IY L B EY S
18926,HH W IY L B EY S
18927,Y IY EY T S
18928,Z IY W EY
18929,P W AA R IY EY
18930,P R OW K R IY EY T
18931,P R OW K R IY EY T S
18932,P R OW T IY EY Z
18933,L IY OW T IY EY
18934,AH P R OW P R IY EY T
18935,AH P R OW P R IY EY T S
18936,AH S OW S IY EY T
18937,AH S OW SH IY EY T
18938,AH S OW S IY EY T S
18939,AH S OW SH IY EY T S
18940,N AH G OW SH IY EY T
18941,D IH S AH S OW SH IY EY T
18942,D IH S AH S OW S IY EY T
18943,M IH S AH P R OW P R IY EY T
18944,M IH S AH P R OW P R IY EY T S
18945,EH K S P R OW P R IY EY T
18946,D IH S OW S IY EY T
18947,N IH G OW SH IY EY T
18948,N IH G OW SH IY EY T S
18949,R IY N IH G OW SH IY EY T
18950,P OY R IY EY
18951,AY T IY EY
18952,AO R D IY W EY
18953,EH K S K AO R IY EY T
18954,EY B IY EY
18955,EY Z IY EY N
18956,G L EY SH IY EY T
18957,G L EY S IY EY T
18958,EY CH JH IY EY CH
18959,R EY D IY EY T
18960,R EY D IY EY T S
18961,T EY P IY EY
18962,T EY P IY EY Z
18963,R IY P EY T R IY EY T
18964,EH K S P EY T R IY EY T
18965,EH K S P EY T R IY EY T S
18966,IH M EY SH IY EY T
18967,IH M EY SH IY EY T S
18968,IH NG G R EY SH IY EY T
18969,IH R EY D IY EY T
18970,F UH R IY EY
18971,IH N F Y UH R IY EY T
18972,IH N F Y UH R IY EY T S
18973,B IY T IY EY
18974,S IY IY EY
18975,D IY V IY EY T
18976,D IY V IY EY T S
18977,IY L IY EY D Z
18978,F IY D IY EY
18979,M IY D IY EY T
18980,R IY K R IY EY T
18981,R IY K R IY EY T S
18982,S IY IY T IY EY
18983,R IY M IY D IY EY T
18984,Z IY IY P IY EY
18985,AH B R IY V IY EY T
18986,AH B R IY V IY EY T S
18987,AH L IY V IY EY T
18988,AH L IY V IY EY T S
18989,AH P R IY SH IY EY T
18990,AH P R IY SH IY EY T S
18991,IH N T ER M IY D IY EY T S
18992,IH N ER M IY D IY EY T S
18993,D IH P R IY SH IY EY T
18994,D IH P R IY SH IY EY T S
18995,G AA L IY D EY
18996,AA B V IY EY T
18997,AA B V IY EY T S
18998,P AA L IY F EY Z
18999,S AA L IY D EY
19000,F OW L IY EY T
19001,S OW L IY D EY
19002,EH K S F OW L IY EY T
19003,D AH V IY D EY
19004,M AH R IY F EY
19005,M AH L T IY M EY T
19006,M AH L T IY S T EY T
19007,AH N R IY S T R EY N D
19008,IY N AH N S IY EY T
19009,AY AH D IY S EY
19010,IH N AH N S IY EY T
19011,M IH N AH M IY D EY
19012,R IH N AH N S IY EY T
19013,AE L IY W EY
19014,AE L IY W EY Z
19015,AE N T IY G EY
19016,K AE S IY D EY
19017,T AE K S IY W EY
19018,R IY T AE L IY EY T
19019,S AH B S T AE N CH IY EY T
19020,S AH B S T AE N SH IY EY T
19021,S AH B S T AE N CH IY EY T S
19022,S AH B S T AE N SH IY EY T S
19023,IH N S AH B S T AE N CH IY EY T
19024,IH N S AH B S T AE N SH IY EY T
19025,L EH S P AE L IY EY
19026,IH N S T AE N SH IY EY T
19027,IH N S T AE N SH IY EY T S
19028,R IH T AE L IY EY T
19029,HH ER N IY EY T
19030,HH ER N IY EY T S
19031,P ER M IY EY T
19032,P ER M IY EY T S
19033,EH N IY P L EY S
19034,EH N IY W EY
19035,EH N IY W EY Z
19036,EH N R IY L EY
19037,EH N R IY K EY
19038,EH N T R IY W EY
19039,EH V R IY D EY
19040,EH V R IY P L EY S
19041,EH K S P IY EY T
19042,HH EH V IY W EY T
19043,HH EH V IY W EY T S
19044,EH M B IY EY
19045,M EH S IY EY N
19046,M EH S IY EY N Z
19047,EH M P IY EY CH
19048,EH N B IY EY
19049,P EH R IY EY
19050,R EH K R IY EY T
19051,R EH K R IY EY T S
19052,EH S T IY EY
19053,JH IY EH M B IY EY CH
19054,D IH F ER EH N SH IY EY T
19055,D IH F ER EH N CH IY EY T
19056,D IH F ER EH N SH IY EY T S
19057,D IH F ER EH N CH IY EY T S
19058,IH N EH B R IY EY T
19059,IH N EH B R IY EY T S
19060,EY EH S IY EY
19061,D AO S IY EY
19062,D AO S IY EY Z
19063,N AO Z IY EY T
19064,B EH L IY EY K
19065,S IH T IY P L EY S
19066,F IH NG K IY L S T EY N
19067,M IH S B IY HH EY V
19068,M IH S B IY HH EY V D
19069,M IH S B IY HH EY V Z
19070,F IH L IY P EY
19071,OW L IH V IY EY
19072,AH F IH L IY EY T
19073,AH F IH L IY EY T S
19074,AH F IH L IY EY T S
19075,AH F IH SH IY EY T
19076,AH F IH SH IY EY T S
19077,AH N AH F IH L IY EY T
19078,AE S F IH K S IY EY T
19079,AE S F IH K S IY EY T S
19080,D IH L IH N IY EY T
19081,D IH L IH N IY EY T S
19082,D IH F IH L IY CH EY
19083,IH N IH SH IY EY T
19084,HH Y UW M IH L IY EY T
19085,HH Y UW M IH L IY EY T S
19086,B UW V IY EY
19087,T UW V IY EY
19088,T UW V IY EY Z
19089,Y UW V IY EY
19090,B IY Y UW JH IY EY
19091,R IY P Y UW D IY EY T
19092,R IY P Y UW D IY EY T S
19093,AA B EY T
19094,AA L M EY
19095,AA N D R EY
19096,AA N D R EY
19097,AA N D R EY Z
19098,AA N D R EY
19099,AA V EY
19100,AA V EY N
19101,B L AA K EY D
19102,B L AA K EY D Z
19103,B AA M B EY
19104,B AA M B EY Z
19105,B R AA K W EY
19106,B R AA K W EY Z
19107,K AA Z W EY
19108,K W AA F EY
19109,K AA N K EY V
19110,K AA N K EY V
19111,K AA N K L EY V
19112,K AA N D R EY
19113,K AA N W EY
19114,D AA N T EY
19115,D AA N EY
19116,AA N K L EY V
19117,AA N K L EY V Z
19118,AA N T R EY
19119,AA N T R EY
19120,AA N T R EY Z
19121,F R AA N S EY
19122,G AA L W EY
19123,G AA M EY K
19124,G AA D R EY
19125,G AA L EY
19126,HH AA B D EY
19127,HH AA L W EY
19128,HH AA T K EY K
19129,HH AA T K EY K S
19130,K AA M EY
19131,K AA N EY T
19132,K V AA M EY
19133,L AA B EY T
19134,L AA T EY F
19135,L AA T EY
19136,L AA K N EY
19137,L AA K N EY Z
19138,L AA N S W EY
19139,M AA D EY
19140,M AA D R EY
19141,M AA D R EY Z
19142,M AA N EY
19143,AA B L EY T
19144,AA B L EY T
19145,AA K T EY N
19146,AA K R EY
19147,AA N S T EY JH
19148,P AA N D EY
19149,P AA K EY T
19150,F AA S F EY T
19151,F AA S F EY T S
19152,P W AA T Y EY
19153,P AA N S EY
19154,P R AA S T EY T
19155,P R AA S T R EY T
19156,R AA W EY
19157,R AA N EY N
19158,SH AA K W EY V
19159,SH AA K W EY V Z
19160,S AA F T K EY
19161,S T AA K EY D
19162,S T AA K EY D Z
19163,S T AA K EY D Z
19164,T AA K EY
19165,T AA M P EY N
19166,V W AA S EY
19167,W AA P EY
19168,AA R AA B EY
19169,CH AA R D AA N EY
19170,CH AA R D AA N EY Z
19171,IY R AA K G EY T
19172,K OW K AA T EY
19173,K OW K AA T EY
19174,K OW K AA T EY Z
19175,K OW K AA T EY Z
19176,M OW N T AA N Y EY
19177,OW K AA B EY
19178,K AW Y AA T EY
19179,AY R AA K G EY T
19180,L EY S AA N EY
19181,K AA R N EY V AA L EY
19182,AA L EY Y AA N D R EY
19183,S UH R AA S EY
19184,F IY AA N S EY
19185,F IY AA N S EY
19186,IY AA N TH EY
19187,M IY Y AA K EY
19188,P IY K AA N T EY
19189,S K W IY L AA N T EY
19190,F AA S IY AA N EY
19191,AH D UW L IY AA D EY
19192,AA F S AA N EY
19193,AA F S AA N EY Z
19194,AA L D AA P EY
19195,AA N D AA N T EY
19196,K AA W AA T EY
19197,L AA F AA N T EY N
19198,L AA F AA N T EY N
19199,L AA M AA N T EY N
19200,P AA S K W AA L EY
19201,T AA N AA B EY
19202,V AA L AA D EY
19203,Y AA M AA N EY
19204,D IY P AA S K W AA L EY
19205,V IY L AA F AA N EY
19206,W AA T AA N AA B EY
19207,Y AA M AA T AA K EY
19208,V OW L AA N T EY
19209,K AH S T AA NG G EY
19210,K AH HH AA N EY
19211,K AH N AA D EY
19212,L AH T AA N Z EY
19213,N AH T AA L EY
19214,N AH T AA L EY Z
19215,IY AH L AA N TH EY
19216,M EH R IY K AH N T AA N T EY
19217,B AA R TH AH L AA M EY
19218,K OW M AH N D AA N T EY
19219,W EH R AH L D HH AA V EY
19220,V EH L AH G R AA N D EY
19221,V EH L AH G R AA N D EY Z
19222,AE L AA N T EY
19223,AE T AA W EY
19224,K W ER AA N T EY
19225,V ER S AA CH EY
19226,V ER S AA CH EY Z
19227,R IH S T ER AA N T EY
19228,R IH S T ER AA N T EY Z
19229,CH IH K AA N EY
19230,IH N F AA N T EY
19231,IH R AA N G EY T
19232,IH R AA K G EY T
19233,Z IH M B AA B W EY
19234,Z IH M B AA B W EY Z
19235,G UW N AA T IH L AA K EY
19236,F UW JH IH S AA NG K EY
19237,M UW G AA B EY
19238,M UW G AA B EY Z
19239,Y AA K UW T AA K EY
19240,B OW L D F EY S
19241,K OW L D B EY
19242,K OW L G EY T
19243,K OW L G EY T S
19244,K OW L T R EY N
19245,K OW L T R EY N
19246,K OW L T R EY N Z
19247,D OW L CH EY
19248,G OW L T Y EY
19249,G OW L D EY D
19250,G OW L D TH W EY T
19251,HH OW L G EY T
19252,OW L EY G
19253,OW L EY
19254,OW L EY
19255,OW L EY Z
19256,R OW L EY
19257,S OW L V EY
19258,K AE B R IY OW L EY
19259,B OW JH OW L EY
19260,SH EH V R OW L EY
19261,SH EH V R OW L EY Z
19262,SH EH V R OW L EY Z
19263,P EH T R OW L EY N
19264,P IH S T OW L EY
19265,AH B EY T
19266,AH B EY T S
19267,AH B L EY Z
19268,AH B S T EY N
19269,AH B S T EY N D
19270,AH K L EY M
19271,AH K L EY M Z
19272,AH K L EY M D
19273,AH K L EY M Z
19274,AH K W EY N T
19275,AH D EY M Z
19276,AH D EY
19277,AH F L EY M
19278,AH F R EY D
19279,AH G EY N
19280,AH G EY N S T
19281,AH G EY P
19282,AH L EY N
19283,AH L EY N
19284,AH L EY N
19285,AH L EY N
19286,AH L EY N
19287,AH L EY N
19288,AH L EY
19289,AH L EY
19290,AH L EY D
19291,AH L EY Z
19292,AH M EY Z
19293,AH M EY Z D
